Zip,Countie,Vaccine Equity Metric Quartile,Mr,16+ Population,Persons Fully Vaccinated,Persons Partially Vaccinated,Percent of Population Fully Vaccinated,Percent of Population Partially Vaccinated,Percent of Population with 1+ Dose,Redacted
95113,Santa Clara,4,CDPH-Derived ZCTA Score,2059,1671,711,0.811559021,0.345313251,1.156872272,No
94301,Santa Clara,4,Healthy Places Index Score,13658,6401,4125,0.468663067,0.302020788,0.770683825,No
94089,Santa Clara,4,Healthy Places Index Score,19391,5648,5350,0.291269153,0.275901198,0.567170322,No
94024,Santa Clara,4,Healthy Places Index Score,18256,8114,6071,0.444456607,0.332548201,0.777004838,No
94086,Santa Clara,4,Healthy Places Index Score,41128,10169,12328,0.247252479,0.299747139,0.546999633,No
95135,Santa Clara,4,Healthy Places Index Score,17654,8205,5045,0.464767188,0.285770923,0.750538111,No
95050,Santa Clara,3,Healthy Places Index Score,31695,9612,8143,0.303265512,0.256917506,0.560182989,No
94085,Santa Clara,4,Healthy Places Index Score,19172,4497,5690,0.234560817,0.296786994,0.531347811,No
95134,Santa Clara,4,Healthy Places Index Score,25282,4140,8523,0.163752869,0.337117314,0.500870168,No
95148,Santa Clara,4,Healthy Places Index Score,39426,15615,9891,0.39605844,0.250875056,0.646933496,No
95054,Santa Clara,4,Healthy Places Index Score,19756,4845,6827,0.245241955,0.345565915,0.590807855,No
95014,Santa Clara,4,Healthy Places Index Score,48077,16202,17042,0.337001055,0.354473025,0.69147408,No
95013,Santa Clara,3,CDPH-Derived ZCTA Score,66,26,28,0.393939406,0.424242437,0.818181813,No
95020,Santa Clara,3,Healthy Places Index Score,49115,17796,9619,0.362333298,0.195846483,0.558179796,No
95116,Santa Clara,2,Healthy Places Index Score,42494,10663,7605,0.250929534,0.178966448,0.429895997,No
95110,Santa Clara,2,Healthy Places Index Score,16004,4812,3446,0.300674826,0.215321168,0.515995979,No
95136,Santa Clara,4,Healthy Places Index Score,37214,12412,8869,0.333530396,0.238324285,0.571854651,No
95120,Santa Clara,4,Healthy Places Index Score,30136,12191,9989,0.40453279,0.331464022,0.735996842,No
95122,Santa Clara,2,Healthy Places Index Score,43841,15116,9272,0.344791412,0.211491525,0.556282938,No
95070,Santa Clara,4,Healthy Places Index Score,25950,11835,9032,0.45606935,0.348053962,0.804123342,No
95124,Santa Clara,4,Healthy Places Index Score,39974,13262,11112,0.331765652,0.277980685,0.609746337,No
95051,Santa Clara,4,Healthy Places Index Score,48791,14449,14813,0.296140671,0.303601086,0.599741757,No
94040,Santa Clara,4,Healthy Places Index Score,28984,8642,9118,0.298164517,0.314587355,0.612751842,No
95121,Santa Clara,3,Healthy Places Index Score,30745,12603,7641,0.409920305,0.248528212,0.658448517,No
95035,Santa Clara,4,Healthy Places Index Score,63916,20950,18108,0.327773958,0.28330934,0.611083269,No
94022,Santa Clara,4,Healthy Places Index Score,15451,7625,5189,0.493495554,0.335835874,0.829331458,No
95126,Santa Clara,3,Healthy Places Index Score,30417,8808,7526,0.289574921,0.247427419,0.537002325,No
95112,Santa Clara,2,Healthy Places Index Score,52882,12571,9708,0.237717941,0.183578536,0.421296477,No
95030,Santa Clara,4,Healthy Places Index Score,10860,4698,3324,0.432596684,0.306077361,0.738674045,No
94087,Santa Clara,4,Healthy Places Index Score,44076,14761,14677,0.3348988,0.332993001,0.6678918,No
94041,Santa Clara,4,Healthy Places Index Score,12338,3563,3887,0.288782626,0.315042943,0.603825569,No
95008,Santa Clara,4,Healthy Places Index Score,37768,13172,10309,0.348760843,0.272955954,0.621716797,No
94305,Santa Clara,4,Healthy Places Index Score,15501,4109,3024,0.265079677,0.195084184,0.460163862,No
95125,Santa Clara,4,Healthy Places Index Score,42391,16188,11216,0.381873518,0.264584452,0.64645797,No
95118,Santa Clara,4,Healthy Places Index Score,24680,8685,6584,0.351904362,0.266774714,0.618679106,No
94043,Santa Clara,4,Healthy Places Index Score,25634,6944,7633,0.270890236,0.297768593,0.568658829,No
95130,Santa Clara,4,Healthy Places Index Score,11171,3350,3055,0.299883634,0.273475975,0.573359609,No
95037,Santa Clara,4,Healthy Places Index Score,40459,14858,8933,0.367235959,0.220791414,0.588027358,No
94304,Santa Clara,4,Healthy Places Index Score,3171,2162,789,0.681803823,0.248817414,0.930621266,No
95131,Santa Clara,4,Healthy Places Index Score,26034,8243,7377,0.316624403,0.283360213,0.599984646,No
95140,Santa Clara,4,CDPH-Derived ZCTA Score,102,135,73,1,0.715686262,2.039215803,No
95129,Santa Clara,4,Healthy Places Index Score,31621,10003,10678,0.316340417,0.337686986,0.654027402,No
95127,Santa Clara,3,Healthy Places Index Score,52770,15915,10408,0.301591814,0.197233275,0.498825103,No
95123,Santa Clara,4,Healthy Places Index Score,54694,18517,12914,0.338556319,0.236113653,0.574669957,No
95119,Santa Clara,4,Healthy Places Index Score,7880,3080,2014,0.390862942,0.255583763,0.646446705,No
95133,Santa Clara,3,Healthy Places Index Score,23366,8307,6249,0.355516553,0.267439872,0.622956455,No
95018,Santa Cruz,4,Healthy Places Index Score,5830,2240,1505,0.384219557,0.258147508,0.642367065,No
95005,Santa Cruz,4,Healthy Places Index Score,6382,1815,1223,0.284393609,0.191632718,0.476026326,No
95076,Santa Cruz,2,Healthy Places Index Score,65585,22721,13145,0.346435934,0.200426921,0.546862841,No
95019,Santa Cruz,2,Healthy Places Index Score,5569,1796,1086,0.322499543,0.195008084,0.517507613,No
95017,Santa Cruz,3,CDPH-Derived ZCTA Score,592,241,110,0.407094598,0.185810804,0.592905402,No
95007,Santa Cruz,2,CDPH-Derived ZCTA Score,344,160,163,0.465116292,0.473837197,0.938953459,No
95033,Santa Cruz,4,Healthy Places Index Score,7956,2573,1986,0.323403716,0.249622926,0.573026657,No
95073,Santa Cruz,4,Healthy Places Index Score,9167,3437,2294,0.374931812,0.250245452,0.625177264,No
95065,Santa Cruz,4,Healthy Places Index Score,7009,2724,1657,0.388643175,0.236410335,0.625053525,No
95060,Santa Cruz,3,Healthy Places Index Score,41812,13688,9152,0.327370137,0.218884528,0.546254635,No
95066,Santa Cruz,4,Healthy Places Index Score,12755,4529,3253,0.355076432,0.255037248,0.61011368,No
95003,Santa Cruz,4,Healthy Places Index Score,21496,8259,4779,0.384211004,0.222320437,0.606531441,No
95010,Santa Cruz,3,Healthy Places Index Score,7282,3106,2049,0.426531166,0.281378746,0.707909942,No
95062,Santa Cruz,3,Healthy Places Index Score,31534,11156,7254,0.353776872,0.230037421,0.583814323,No
95006,Santa Cruz,4,Healthy Places Index Score,8101,1997,1733,0.246512771,0.213924214,0.46043697,No
96007,Shasta,1,Healthy Places Index Score,18662,2719,1869,0.145697132,0.100150034,0.24584718,No
96062,Shasta,2,CDPH-Derived ZCTA Score,876,172,84,0.196347028,0.09589041,0.292237431,No
96096,Shasta,2,CDPH-Derived ZCTA Score,609,104,65,0.170771763,0.106732346,0.277504116,No
96033,Shasta,2,CDPH-Derived ZCTA Score,419,41,37,0.097852029,0.088305488,0.186157525,No
96051,Shasta,2,CDPH-Derived ZCTA Score,1170,164,118,0.140170947,0.100854702,0.241025642,No
96003,Shasta,2,Healthy Places Index Score,36239,6335,4308,0.174811661,0.118877456,0.293689132,No
96002,Shasta,2,Healthy Places Index Score,26756,4845,3339,0.181080878,0.124794438,0.305875331,No
96088,Shasta,2,Healthy Places Index Score,4224,969,488,0.229403406,0.115530305,0.344933718,No
96011,Shasta,1,CDPH-Derived ZCTA Score,158,,,,,,Information redacted in accordance with CA state privacy requirements
96071,Shasta,3,CDPH-Derived ZCTA Score,31,39,18,1,0.580645144,1.838709712,No
96084,Shasta,1,CDPH-Derived ZCTA Score,387,92,47,0.237726092,0.121447027,0.359173119,No
96017,Shasta,2,CDPH-Derived ZCTA Score,130,33,19,0.253846169,0.146153852,0.400000006,No
96069,Shasta,2,CDPH-Derived ZCTA Score,730,142,69,0.194520548,0.094520546,0.289041102,No
96049,Shasta,1,CDPH-Derived ZCTA Score,57,171,108,1,1,4.894736767,No
96001,Shasta,2,Healthy Places Index Score,28133,5871,3558,0.208687305,0.1264707,0.33515799,No
96056,Shasta,2,Healthy Places Index Score,1292,369,156,0.285603702,0.120743036,0.406346738,No
96016,Shasta,2,CDPH-Derived ZCTA Score,350,127,40,0.362857133,0.114285715,0.47714287,No
96065,Shasta,2,CDPH-Derived ZCTA Score,347,119,31,0.342939496,0.089337178,0.432276666,No
96040,Shasta,3,CDPH-Derived ZCTA Score,124,67,16,0.540322602,0.129032254,0.669354856,No
96047,Shasta,2,CDPH-Derived ZCTA Score,774,111,78,0.143410847,0.100775197,0.244186044,No
96013,Shasta,2,Healthy Places Index Score,3665,946,273,0.258117318,0.074488401,0.33260572,No
96028,Shasta,2,CDPH-Derived ZCTA Score,1150,542,174,0.471304357,0.151304349,0.622608721,No
96087,Shasta,2,CDPH-Derived ZCTA Score,475,123,89,0.258947372,0.187368423,0.446315795,No
96073,Shasta,3,Healthy Places Index Score,3302,863,523,0.261356741,0.158388853,0.419745594,No
96019,Shasta,1,Healthy Places Index Score,7890,1360,781,0.172370091,0.098986059,0.271356136,No
96124,Sierra,2,CDPH-Derived ZCTA Score,340,141,23,0.414705873,0.067647062,0.482352942,No
95910,Sierra,3,CDPH-Derived ZCTA Score,123,,,,,,Information redacted in accordance with CA state privacy requirements
96126,Sierra,2,CDPH-Derived ZCTA Score,85,122,44,1,0.517647088,1.952941179,No
96125,Sierra,4,CDPH-Derived ZCTA Score,126,153,30,1,0.238095239,1.452380896,No
95944,Sierra,2,CDPH-Derived ZCTA Score,26,,,,,,Information redacted in accordance with CA state privacy requirements
96118,Sierra,1,Healthy Places Index Score,1479,458,64,0.30966869,0.04327248,0.352941185,No
95936,Sierra,3,CDPH-Derived ZCTA Score,125,185,23,1,0.184,1.664000034,No
96032,Siskiyou,2,Healthy Places Index Score,2042,584,135,0.285994112,0.066111654,0.352105767,No
96044,Siskiyou,1,CDPH-Derived ZCTA Score,871,175,52,0.200918481,0.059701491,0.260619968,No
96037,Siskiyou,2,CDPH-Derived ZCTA Score,256,100,19,0.390625,0.07421875,0.46484375,No
96014,Siskiyou,2,CDPH-Derived ZCTA Score,135,48,11,0.355555564,0.081481479,0.437037051,No
96031,Siskiyou,1,CDPH-Derived ZCTA Score,102,,,,,,Information redacted in accordance with CA state privacy requirements
96094,Siskiyou,2,Healthy Places Index Score,5546,1500,671,0.270465195,0.120988101,0.391453296,No
96058,Siskiyou,2,CDPH-Derived ZCTA Score,478,68,159,0.142259419,0.332635969,0.474895388,No
96034,Siskiyou,2,CDPH-Derived ZCTA Score,243,47,19,0.193415642,0.078189299,0.271604925,No
96097,Siskiyou,2,Healthy Places Index Score,7594,2142,548,0.282064795,0.072162233,0.354227006,No
95568,Siskiyou,1,CDPH-Derived ZCTA Score,257,,,,,,Information redacted in accordance with CA state privacy requirements
96064,Siskiyou,2,Healthy Places Index Score,3759,832,236,0.221335456,0.062782653,0.284118116,No
96057,Siskiyou,2,CDPH-Derived ZCTA Score,1084,357,98,0.329335779,0.090405904,0.41974169,No
96050,Siskiyou,1,CDPH-Derived ZCTA Score,348,86,20,0.24712643,0.057471264,0.304597706,No
96027,Siskiyou,2,Healthy Places Index Score,2002,560,103,0.279720277,0.05144855,0.33116883,No
96039,Siskiyou,1,CDPH-Derived ZCTA Score,763,18,80,0.023591088,0.104849279,0.128440365,No
96086,Siskiyou,1,CDPH-Derived ZCTA Score,259,19,21,0.073359072,0.081081077,0.15444015,No
96038,Siskiyou,2,CDPH-Derived ZCTA Score,556,140,33,0.25179857,0.059352517,0.311151087,No
96025,Siskiyou,2,Healthy Places Index Score,1786,431,258,0.241321385,0.144456893,0.385778278,No
96023,Siskiyou,1,CDPH-Derived ZCTA Score,929,114,114,0.122712597,0.122712597,0.245425195,No
96067,Siskiyou,2,Healthy Places Index Score,5969,2241,809,0.375439763,0.135533586,0.510973334,No
96085,Siskiyou,2,CDPH-Derived ZCTA Score,35,,,,,,Information redacted in accordance with CA state privacy requirements
95620,Solano,3,Healthy Places Index Score,16810,4553,2812,0.270850688,0.167281374,0.438132077,No
95688,Solano,3,Healthy Places Index Score,29583,8508,4819,0.287597597,0.162897617,0.450495213,No
94534,Solano,4,Healthy Places Index Score,31386,12114,6230,0.385968268,0.198496148,0.584464431,No
94585,Solano,3,Healthy Places Index Score,23363,6157,4025,0.263536364,0.172280952,0.435817331,No
94589,Solano,2,Healthy Places Index Score,24697,7317,5052,0.296270788,0.204559252,0.500830054,No
95625,Solano,1,CDPH-Derived ZCTA Score,74,102,39,1,0.527027011,1.905405402,No
95687,Solano,3,Healthy Places Index Score,55724,12804,7514,0.229775324,0.134843156,0.36461848,No
94590,Solano,1,Healthy Places Index Score,30169,8662,5769,0.287115902,0.191222772,0.478338689,No
94592,Solano,3,CDPH-Derived ZCTA Score,810,368,175,0.454320997,0.216049388,0.6703704,No
94510,Solano,4,Healthy Places Index Score,23403,9875,5345,0.421954453,0.228389516,0.650343955,No
94512,Solano,1,CDPH-Derived ZCTA Score,16,36,14,1,0.875,3.125,No
94571,Solano,2,Healthy Places Index Score,9742,3595,1938,0.36902073,0.198932454,0.567953169,No
94591,Solano,3,Healthy Places Index Score,46268,16683,8029,0.360573173,0.173532456,0.534105659,No
94535,Solano,1,Healthy Places Index Score,2339,110,121,0.047028646,0.051731508,0.09876015,No
94533,Solano,2,Healthy Places Index Score,58736,14373,9203,0.244705126,0.156684145,0.401389271,No
95407,Sonoma,2,Healthy Places Index Score,32571,8199,6605,0.251726985,0.202787757,0.454514742,No
94951,Sonoma,3,Healthy Places Index Score,3820,1542,697,0.403664917,0.18246074,0.586125672,No
95441,Sonoma,3,Healthy Places Index Score,1542,1522,399,0.98702985,0.258754849,1.24578464,No
94952,Sonoma,4,Healthy Places Index Score,29451,11814,5580,0.401140869,0.189467251,0.59060812,No
95476,Sonoma,3,Healthy Places Index Score,30875,13126,5989,0.425133616,0.193975702,0.619109333,No
95497,Sonoma,4,CDPH-Derived ZCTA Score,1028,338,182,0.328793764,0.177042797,0.505836546,No
95409,Sonoma,4,Healthy Places Index Score,23336,11087,4337,0.475102842,0.185850188,0.660953045,No
95412,Sonoma,2,CDPH-Derived ZCTA Score,356,84,48,0.23595506,0.134831458,0.370786518,No
95465,Sonoma,3,Healthy Places Index Score,1920,762,340,0.396874994,0.177083328,0.573958337,No
94931,Sonoma,3,Healthy Places Index Score,6964,2917,1467,0.418868452,0.210654795,0.629523277,No
95452,Sonoma,4,CDPH-Derived ZCTA Score,843,667,226,0.791221797,0.268090159,1.059311986,No
95436,Sonoma,3,Healthy Places Index Score,5443,1925,895,0.353665262,0.164431378,0.518096626,No
95404,Sonoma,3,Healthy Places Index Score,33212,12317,6438,0.370859921,0.1938456,0.564705551,No
95472,Sonoma,3,Healthy Places Index Score,26921,10917,4816,0.405519843,0.178893805,0.584413648,No
94954,Sonoma,4,Healthy Places Index Score,31407,13237,6360,0.421466559,0.202502623,0.623969197,No
95439,Sonoma,2,CDPH-Derived ZCTA Score,532,209,141,0.392857134,0.265037596,0.657894731,No
95425,Sonoma,3,Healthy Places Index Score,8636,4611,1737,0.533927739,0.201134786,0.73506254,No
95492,Sonoma,4,Healthy Places Index Score,23319,9484,4711,0.406706989,0.202024102,0.608731091,No
95442,Sonoma,4,Healthy Places Index Score,2592,1197,491,0.461805552,0.189429015,0.651234567,No
95403,Sonoma,3,Healthy Places Index Score,36477,12770,6996,0.350083619,0.191792086,0.54187572,No
95450,Sonoma,3,CDPH-Derived ZCTA Score,208,162,73,0.778846145,0.350961536,1.129807711,No
95401,Sonoma,3,Healthy Places Index Score,31534,10090,5785,0.319972098,0.183452785,0.503424883,No
95405,Sonoma,4,Healthy Places Index Score,17665,7969,3891,0.451118022,0.220266059,0.671384096,No
94922,Sonoma,3,CDPH-Derived ZCTA Score,813,168,66,0.206642061,0.081180811,0.287822872,No
95446,Sonoma,2,Healthy Places Index Score,4675,1630,1046,0.348663092,0.22374332,0.572406411,No
95444,Sonoma,3,CDPH-Derived ZCTA Score,626,460,191,0.7348243,0.305111825,1.039936066,No
95421,Sonoma,3,Healthy Places Index Score,1598,480,253,0.300375462,0.158322901,0.458698362,No
95448,Sonoma,3,Healthy Places Index Score,15163,7801,3009,0.514476001,0.198443577,0.712919593,No
95486,Sonoma,3,CDPH-Derived ZCTA Score,51,50,29,0.980392158,0.568627477,1.549019575,No
95462,Sonoma,2,CDPH-Derived ZCTA Score,963,423,231,0.439252347,0.239875391,0.679127753,No
94923,Sonoma,4,CDPH-Derived ZCTA Score,808,596,279,0.737623751,0.345297039,1.08292079,No
94928,Sonoma,3,Healthy Places Index Score,36612,12274,6470,0.335245281,0.176718011,0.511963308,No
95361,Stanislaus,2,Healthy Places Index Score,27192,2472,1986,0.090909094,0.073036186,0.163945273,No
95323,Stanislaus,2,CDPH-Derived ZCTA Score,992,31,28,0.03125,0.028225806,0.059475806,No
95385,Stanislaus,2,CDPH-Derived ZCTA Score,340,,,,,,Information redacted in accordance with CA state privacy requirements
95326,Stanislaus,2,Healthy Places Index Score,7593,431,414,0.056762807,0.054523904,0.111286715,No
95316,Stanislaus,3,Healthy Places Index Score,5525,222,147,0.040180996,0.026606334,0.066787332,No
95368,Stanislaus,2,Healthy Places Index Score,10553,667,468,0.063204773,0.044347581,0.107552357,No
95360,Stanislaus,1,Healthy Places Index Score,9601,1031,989,0.107384644,0.103010103,0.210394755,No
95380,Stanislaus,1,Healthy Places Index Score,32460,2737,2992,0.084319159,0.092174985,0.176494151,No
95313,Stanislaus,1,CDPH-Derived ZCTA Score,988,25,39,0.025303643,0.039473683,0.06477733,No
95351,Stanislaus,1,Healthy Places Index Score,34680,22878,12187,0.659688592,0.351412922,1.011101484,No
95357,Stanislaus,1,Healthy Places Index Score,9176,530,409,0.057759371,0.0445728,0.102332167,No
95319,Stanislaus,1,Healthy Places Index Score,1487,52,138,0.034969736,0.092804305,0.127774045,No
95382,Stanislaus,2,Healthy Places Index Score,30491,2243,2861,0.073562689,0.093830965,0.167393655,No
95328,Stanislaus,1,Healthy Places Index Score,3179,122,106,0.038376849,0.033343818,0.071720667,No
95387,Stanislaus,1,CDPH-Derived ZCTA Score,401,27,20,0.067331672,0.049875312,0.117206983,No
95350,Stanislaus,1,Healthy Places Index Score,42420,49189,37519,1,0.88446486,2.044035912,No
95358,Stanislaus,1,Healthy Places Index Score,23454,2314,1501,0.098661207,0.063997611,0.162658826,No
95356,Stanislaus,2,Healthy Places Index Score,25604,18004,13221,0.703171372,0.516364634,1.219536066,No
95355,Stanislaus,2,Healthy Places Index Score,47473,11370,7090,0.239504561,0.14934805,0.388852596,No
95354,Stanislaus,1,Healthy Places Index Score,18964,2399,904,0.126502842,0.047669269,0.174172118,No
95367,Stanislaus,2,Healthy Places Index Score,18346,1644,1631,0.089610815,0.088902213,0.17851302,No
95307,Stanislaus,1,Healthy Places Index Score,33664,7768,6147,0.230750948,0.182598621,0.413349569,No
95386,Stanislaus,1,Healthy Places Index Score,7840,426,293,0.054336734,0.037372448,0.091709182,No
95363,Stanislaus,2,Healthy Places Index Score,20987,4199,2938,0.200076237,0.139991418,0.340067655,No
95991,Sutter,1,Healthy Places Index Score,30834,8641,4056,0.280242592,0.1315431,0.411785692,No
95674,Sutter,3,CDPH-Derived ZCTA Score,630,223,77,0.353968263,0.122222222,0.476190478,No
95993,Sutter,2,Healthy Places Index Score,29152,10143,4474,0.347934961,0.153471455,0.501406431,No
95668,Sutter,2,CDPH-Derived ZCTA Score,521,159,48,0.305182338,0.092130519,0.39731285,No
95957,Sutter,3,CDPH-Derived ZCTA Score,674,161,63,0.238872409,0.09347181,0.332344204,No
95982,Sutter,3,Healthy Places Index Score,2523,631,235,0.250099093,0.093143083,0.343242168,No
95659,Sutter,2,CDPH-Derived ZCTA Score,774,181,48,0.233850136,0.062015504,0.295865625,No
95645,Sutter,2,Healthy Places Index Score,1416,394,247,0.278248578,0.174435034,0.452683628,No
95953,Sutter,1,Healthy Places Index Score,8070,2342,1095,0.290210664,0.135687739,0.425898403,No
96035,Tehama,2,Healthy Places Index Score,2857,422,226,0.147707388,0.079103954,0.226811334,No
96080,Tehama,2,Healthy Places Index Score,23016,5531,2250,0.240311086,0.097758085,0.338069171,No
96092,Tehama,3,CDPH-Derived ZCTA Score,296,94,41,0.317567557,0.13851352,0.456081092,No
96063,Tehama,1,CDPH-Derived ZCTA Score,210,48,12,0.22857143,0.057142857,0.285714298,No
96061,Tehama,4,CDPH-Derived ZCTA Score,21,,,,,,Information redacted in accordance with CA state privacy requirements
96022,Tehama,2,Healthy Places Index Score,12766,2077,1199,0.162697792,0.093921356,0.256619155,No
96074,Tehama,1,CDPH-Derived ZCTA Score,142,20,13,0.140845075,0.091549292,0.232394367,No
96059,Tehama,1,CDPH-Derived ZCTA Score,429,113,50,0.263403267,0.116550118,0.379953384,No
96021,Tehama,2,Healthy Places Index Score,12394,2374,1181,0.191544294,0.095288046,0.286832333,No
96029,Tehama,1,CDPH-Derived ZCTA Score,126,,,,,,Information redacted in accordance with CA state privacy requirements
96090,Tehama,1,CDPH-Derived ZCTA Score,420,90,38,0.214285716,0.090476193,0.304761916,No
96055,Tehama,2,Healthy Places Index Score,3061,720,304,0.235217243,0.099313952,0.334531188,No
96052,Trinity,1,CDPH-Derived ZCTA Score,1426,270,149,0.189340815,0.104488082,0.293828905,No
96024,Trinity,1,CDPH-Derived ZCTA Score,704,179,89,0.254261374,0.126420453,0.380681813,No
96048,Trinity,2,CDPH-Derived ZCTA Score,665,134,66,0.201503754,0.099248119,0.300751865,No
96041,Trinity,1,Healthy Places Index Score,2473,286,229,0.115649007,0.092600077,0.208249092,No
95595,Trinity,1,CDPH-Derived ZCTA Score,122,,,,,,Information redacted in accordance with CA state privacy requirements
96010,Trinity,1,CDPH-Derived ZCTA Score,122,33,15,0.270491809,0.122950822,0.393442631,No
96076,Trinity,1,CDPH-Derived ZCTA Score,284,38,27,0.133802816,0.095070422,0.228873238,No
96091,Trinity,2,CDPH-Derived ZCTA Score,584,148,65,0.253424644,0.11130137,0.364726037,No
96046,Trinity,1,CDPH-Derived ZCTA Score,115,25,12,0.217391297,0.104347825,0.321739137,No
96093,Trinity,3,Healthy Places Index Score,2776,882,374,0.317723334,0.134726226,0.45244956,No
95552,Trinity,1,CDPH-Derived ZCTA Score,621,23,12,0.037037037,0.019323671,0.056360707,No
95563,Trinity,2,CDPH-Derived ZCTA Score,590,110,49,0.186440676,0.083050847,0.269491524,No
95527,Trinity,2,CDPH-Derived ZCTA Score,473,64,44,0.135306552,0.093023255,0.228329808,No
93673,Tulare,1,CDPH-Derived ZCTA Score,546,179,102,0.327838838,0.186813191,0.514652014,No
93218,Tulare,1,CDPH-Derived ZCTA Score,678,194,94,0.286135703,0.138643071,0.424778759,No
93256,Tulare,1,Healthy Places Index Score,3512,918,456,0.261389524,0.129840553,0.391230077,No
93277,Tulare,2,Healthy Places Index Score,39305,12618,4716,0.321027845,0.119984731,0.441012591,No
93291,Tulare,1,Healthy Places Index Score,42852,13126,5577,0.306310087,0.130145624,0.436455697,No
93257,Tulare,1,Healthy Places Index Score,55977,15431,7776,0.275666803,0.138914198,0.414581001,No
93244,Tulare,4,CDPH-Derived ZCTA Score,268,134,36,0.5,0.134328365,0.634328365,No
93235,Tulare,1,Healthy Places Index Score,3005,919,442,0.305823624,0.147088185,0.452911824,No
93647,Tulare,1,Healthy Places Index Score,7711,2126,1128,0.275710016,0.146284536,0.421994567,No
93286,Tulare,1,Healthy Places Index Score,7010,2175,922,0.310271055,0.131526396,0.441797435,No
93270,Tulare,1,Healthy Places Index Score,4030,1251,613,0.310421824,0.152109176,0.46253103,No
93258,Tulare,1,Healthy Places Index Score,1646,558,383,0.339003652,0.232685298,0.57168895,No
93201,Tulare,1,CDPH-Derived ZCTA Score,1042,233,112,0.223608449,0.107485607,0.331094056,No
93261,Tulare,1,Healthy Places Index Score,1865,603,286,0.323324382,0.153351203,0.4766756,No
93292,Tulare,1,Healthy Places Index Score,30396,9199,3854,0.302638501,0.126792997,0.429431498,No
93666,Tulare,1,CDPH-Derived ZCTA Score,502,119,56,0.2370518,0.111553788,0.348605573,No
93271,Tulare,3,Healthy Places Index Score,2196,862,178,0.392531872,0.081056468,0.473588347,No
93219,Tulare,1,Healthy Places Index Score,7337,2310,1043,0.314842582,0.142156199,0.456998765,No
93247,Tulare,1,Healthy Places Index Score,13375,3305,1578,0.247102797,0.117981307,0.365084112,No
93267,Tulare,1,Healthy Places Index Score,4857,1044,542,0.214947492,0.111591518,0.32653901,No
93603,Tulare,2,CDPH-Derived ZCTA Score,175,,,,,,Information redacted in accordance with CA state privacy requirements
93223,Tulare,1,Healthy Places Index Score,8025,1745,1043,0.217445478,0.129968852,0.347414345,No
93272,Tulare,1,Healthy Places Index Score,3038,593,323,0.1951942,0.106319949,0.301514149,No
93262,Tulare,3,CDPH-Derived ZCTA Score,53,21,12,0.396226406,0.226415098,0.622641504,No
93221,Tulare,2,Healthy Places Index Score,10791,3225,1226,0.298860162,0.113613196,0.412473351,No
93615,Tulare,1,Healthy Places Index Score,4428,1060,576,0.239385724,0.130081296,0.36946702,No
93265,Tulare,2,Healthy Places Index Score,3048,1129,332,0.370406836,0.108923882,0.479330719,No
93274,Tulare,1,Healthy Places Index Score,51854,14570,5982,0.280981213,0.115362361,0.396343589,No
93208,Tulare,1,CDPH-Derived ZCTA Score,106,,,,,,Information redacted in accordance with CA state privacy requirements
93618,Tulare,1,Healthy Places Index Score,22002,6815,3283,0.309744567,0.149213701,0.458958268,No
95321,Tuolumne,3,Healthy Places Index Score,3200,360,355,0.112499997,0.110937499,0.223437503,No
95327,Tuolumne,2,Healthy Places Index Score,7163,584,241,0.081530087,0.03364512,0.115175202,No
95383,Tuolumne,2,Healthy Places Index Score,3136,179,233,0.05707908,0.074298471,0.131377548,No
95346,Tuolumne,3,CDPH-Derived ZCTA Score,1099,33,58,0.030027298,0.052775249,0.082802549,No
95335,Tuolumne,2,CDPH-Derived ZCTA Score,153,16,22,0.104575165,0.143790856,0.248366013,No
95372,Tuolumne,3,Healthy Places Index Score,1548,50,30,0.032299742,0.019379845,0.051679585,No
95329,Tuolumne,2,Healthy Places Index Score,2138,75,81,0.035079513,0.037885875,0.072965391,No
95370,Tuolumne,2,Healthy Places Index Score,23606,13404,4618,0.567821741,0.195628226,0.763449967,No
95379,Tuolumne,3,Healthy Places Index Score,3193,76,45,0.023802066,0.014093329,0.037895396,No
95310,Tuolumne,2,Healthy Places Index Score,1610,59,22,0.036645964,0.013664597,0.05031056,No
93022,Ventura,3,Healthy Places Index Score,5910,1840,730,0.311336726,0.123519458,0.434856176,No
93060,Ventura,2,Healthy Places Index Score,25402,8497,4301,0.334501207,0.16931738,0.503818572,No
93065,Ventura,4,Healthy Places Index Score,57771,18667,11161,0.323120594,0.193193823,0.516314387,No
93001,Ventura,2,Healthy Places Index Score,26584,8667,4664,0.326023161,0.175443873,0.501467049,No
91362,Ventura,4,Healthy Places Index Score,29821,11943,6231,0.400489599,0.20894672,0.609436274,No
93033,Ventura,1,Healthy Places Index Score,61676,19300,9784,0.312925607,0.158635452,0.471561074,No
93042,Ventura,4,CDPH-Derived ZCTA Score,118,,,,,,Information redacted in accordance with CA state privacy requirements
93015,Ventura,2,Healthy Places Index Score,13608,4627,2493,0.340020567,0.18320106,0.523221612,No
91360,Ventura,4,Healthy Places Index Score,35826,13647,6581,0.380924463,0.183693409,0.564617872,No
93066,Ventura,3,Healthy Places Index Score,2766,1008,476,0.364425153,0.172089666,0.536514819,No
93021,Ventura,4,Healthy Places Index Score,30424,10479,5919,0.344432026,0.19455035,0.538982391,No
93004,Ventura,3,Healthy Places Index Score,25648,9383,4167,0.365837485,0.162468806,0.528306305,No
